,client_id,visit_id,visitor_id,treatment_group,total_steps,backward_steps,error_rate
10400,1814290,816215249_7878179_900227,897015438_25823765585,Test,5,0,0.0
10401,1814290,822384141_1621452802_82558,897015438_25823765585,Test,4,1,25.0
10402,1814596,820335666_33185667303_805386,407736930_22562069083,Test,7,0,0.0
10403,1814826,720804782_83653564750_742328,167561471_14981027552,Control,8,2,25.0
10404,1814826,831574999_44201225120_924459,69168165_75560903316,Control,10,2,20.0
10405,1814940,126211876_11169062108_357430,628149199_80783050677,Control,3,0,0.0
10406,1814949,934114311_57545976346_903967,339956856_86798840864,Test,7,1,14.285714285714285
10407,1815029,776939268_82728801440_617145,830703614_77390080835,Control,5,0,0.0
10408,1815033,239333648_53041494656_589663,41879993_67402426130,Test,5,0,0.0
10409,1815033,485505510_24553312752_59704,41879993_67402426130,Test,4,0,0.0
10410,1815143,400554578_30771576746_879582,697663946_71836038820,Test,4,1,25.0
10411,1815143,647484973_50562943944_901583,697663946_71836038820,Test,3,1,33.33333333333333
10412,1815143,838169893_39313429603_959939,92609556_82206850094,Test,7,1,14.285714285714285
10413,1815390,603401532_73908140998_196527,391779463_21728745957,Control,7,1,14.285714285714285
10414,1815591,3375197_62292888770_570669,783458575_49062064336,Test,3,1,33.33333333333333
10415,1815682,525550782_68937020214_696383,61319030_45551319536,Test,11,3,27.27272727272727
10416,1815997,900486219_4747490581_855299,916960675_32612461784,Test,5,0,0.0
10417,1816083,752361481_57887963809_259018,94179513_92914324336,Test,5,0,0.0
10418,1816807,18152050_68374011688_553722,310012926_1086709607,Test,3,0,0.0
10419,1816807,247514106_91038502369_238048,310012926_1086709607,Test,2,0,0.0
10420,1816917,518921804_91065291905_941188,289603002_27896281206,Control,10,1,10.0
10421,1817013,818717107_60675706363_840780,102208718_92282690222,Control,5,0,0.0
10422,1817163,822812839_38427897210_40065,970952853_52073216498,Control,7,1,14.285714285714285
10423,1817171,267684217_12601640717_166864,257130381_60612960475,Control,20,5,25.0
10424,1817407,842529094_43941097108_848730,396376340_88940514200,Test,5,0,0.0
10425,1817759,298026693_97011028339_974171,521970009_20024019488,Control,7,1,14.285714285714285
10426,1818516,679181120_99124246609_945808,90112354_85010771128,Test,5,0,0.0
10427,1818546,24474868_72741531902_503825,39511895_45203771401,Test,7,1,14.285714285714285
10428,1818857,925435432_64430560880_667210,816933535_34853915804,Test,2,0,0.0
10429,1818956,662193332_95126880172_418385,817598273_84115144735,Control,6,0,0.0
10430,1819032,326301447_78836593964_421081,310940253_61146183353,Test,5,0,0.0
10431,1819048,853915883_10672130493_902640,415280298_17147096314,Control,5,0,0.0
10432,1819298,969338765_87866730589_191541,36934052_91488716406,Test,5,0,0.0
10433,1819374,437247085_28340805095_314617,666735766_30888581350,Control,5,0,0.0
10434,1819473,39603537_54749086026_313333,571454935_25210679022,Control,7,1,14.285714285714285
10435,1820415,326964297_64448227388_119028,459788324_98719938440,Test,6,1,16.666666666666664
10436,1820486,696806254_61231985236_60376,176729116_15798088053,Test,5,0,0.0
10437,1820486,80163857_48886121572_56723,176729116_15798088053,Test,11,2,18.181818181818183
10438,1820934,875265484_25337134158_77822,872130862_72742921328,Control,5,0,0.0
10439,1821247,307811832_82609703194_628196,907326304_21307669039,Test,8,1,12.5
10440,1821417,699004467_48054077200_44759,304190378_49451549204,Test,9,1,11.11111111111111
10441,1821565,568884703_56658290807_70078,770986782_17192613679,Test,6,0,0.0
10442,1821665,106742846_97029063001_192846,965997320_31010858642,Control,5,0,0.0
10443,1821752,592949558_62271358213_179046,17789169_93581724236,Test,5,0,0.0
10444,1822256,511783184_84887161837_296380,191208445_721970458,Test,6,0,0.0
10445,1822468,191962021_21069954858_905529,438380568_77748566826,Control,5,0,0.0
10446,1822468,221417184_27601608308_637877,438380568_77748566826,Control,3,1,33.33333333333333
10447,1822468,397960314_21834694756_415135,438380568_77748566826,Control,4,1,25.0
10448,1822618,189888057_3460998943_66168,779748411_73198624804,Control,5,0,0.0
10449,1822632,459953656_49384345006_449728,397300227_95380283970,Control,2,0,0.0
10450,1823241,794664798_68684428408_340313,682645420_47411107187,Control,4,0,0.0
10451,1823844,843356644_92642088204_566230,202643412_53177756078,Control,12,2,16.666666666666664
10452,1823874,194988260_74189022594_946837,435122329_27289285004,Control,7,1,14.285714285714285
10453,1824294,598418786_44027499363_847266,912269047_18197726458,Control,5,0,0.0
10454,1824402,395236561_91466682071_135535,625729912_18219399460,Test,5,0,0.0
10455,1824825,859162937_31853911524_565570,448738837_44317029571,Test,3,0,0.0
10456,1824825,94967883_71982904227_713876,448738837_44317029571,Test,7,2,28.57142857142857
10457,1825113,951415378_69511583686_910218,360730372_75507983635,Control,5,0,0.0
10458,1825124,736291772_12345431252_496996,678736730_15165130915,Test,4,1,25.0
10459,1825417,3101784_92088157094_437194,350283214_58980566541,Control,7,0,0.0
10460,1825417,638415319_71020187872_138894,350283214_58980566541,Control,4,0,0.0
10461,1825436,616782367_55263823507_475800,873959377_20210471018,Test,6,0,0.0
10462,1825507,378130102_80050014395_847197,866736050_88090171008,Test,7,0,0.0
10463,1825679,617597060_50372825932_731391,122867709_45261699919,Test,8,1,12.5
10464,1825680,115730812_32311810732_588813,788069487_88403582458,Control,5,0,0.0
10465,1825957,528980859_51212945840_696758,743388268_18287413867,Test,5,0,0.0
10466,1826311,516031640_59151437052_376332,948187159_4287366459,Control,8,1,12.5
10467,1826773,743909030_75683425396_509396,317381263_85180323250,Test,11,5,45.45454545454545
10468,1826856,522239171_28661654159_324010,74005737_24372518811,Test,5,2,40.0
10469,1826864,894108222_61938642411_808316,560731084_99455001883,Control,2,0,0.0
10470,1827310,35616659_47743418737_279834,63526807_26844204604,Test,5,0,0.0
10471,1827311,602318263_45904212934_414002,255353203_29425178775,Control,6,0,0.0
10472,1827406,714661609_66122347087_440574,894679141_11912517287,Control,5,0,0.0
10473,1827445,957449503_23331037716_517791,564573830_59514857618,Test,5,0,0.0
10474,1827466,402624545_45422244987_567253,74004520_53577439050,Test,4,0,0.0
10475,1827753,768430273_93599668443_398719,851883777_69479821928,Test,14,2,14.285714285714285
10476,1827753,783412112_67348698711_311985,851883777_69479821928,Test,2,0,0.0
10477,1828012,25028082_73435086156_113325,868883780_17004793408,Control,5,0,0.0
10478,1828012,727952074_28697190286_639789,868883780_17004793408,Control,2,0,0.0
10479,1828019,918960326_72337692057_161923,742477765_75002250059,Control,9,1,11.11111111111111
10480,1828116,96959078_66222116465_391357,622502690_98297333700,Control,6,0,0.0
10481,1828457,503783056_72138657278_550846,876761512_45845154821,Control,5,0,0.0
10482,1828544,678739414_99297492821_119804,905607931_76545892719,Test,6,0,0.0
10483,1828861,834887220_46735911664_80134,79742477_80337601313,Test,3,1,33.33333333333333
10484,1829073,351992340_77034867942_140899,627253133_93614004792,Test,13,4,30.76923076923077
10485,1829130,859385188_94590493423_949608,457203703_763669774,Control,5,0,0.0
10486,1829354,370699360_11771582031_381213,512174300_69563178477,Test,2,0,0.0
10487,1829354,765267231_32387136458_767620,512174300_69563178477,Test,7,1,14.285714285714285
10488,1829420,275066779_75737269694_26195,945388555_93372770908,Test,2,0,0.0
10489,1829429,557917850_24809804126_991614,18665587_40360839645,Control,5,0,0.0
10490,1829429,99842863_9916274553_424257,379774414_52178871584,Control,4,0,0.0
10491,1829520,795071968_86512664647_738973,406147805_94979480495,Control,5,0,0.0
10492,1829693,148377892_87183041729_488590,842863774_27407339897,Test,7,1,14.285714285714285
10493,1829729,320041032_40781367115_412494,703564048_23637584068,Control,5,0,0.0
10494,1829847,61885156_1401920593_261436,823203910_65674596500,Test,5,0,0.0
10495,1830056,478597941_21977578491_544004,845651710_41283114799,Control,5,0,0.0
10496,1830058,15806626_47452947518_880015,511249827_85839952746,Test,5,1,20.0
10497,1830058,312052920_19326541946_693433,511249827_85839952746,Test,4,0,0.0
10498,1830058,534478379_14121297950_830041,511249827_85839952746,Test,4,0,0.0
10499,1830058,833048069_31145912336_859075,511249827_85839952746,Test,5,0,0.0
10500,1830451,295788617_56303313851_755084,47859973_87749811122,Test,3,0,0.0
10501,1830451,949183072_80170915147_126916,47859973_87749811122,Test,5,0,0.0
10502,1830465,293370531_47973156244_536707,938090645_95518668419,Control,3,0,0.0
10503,1830465,465715594_19348452836_189402,938090645_95518668419,Control,5,0,0.0
10504,1830511,516056760_87624343638_663566,721985000_1091623606,Control,3,0,0.0
10505,1830672,704969707_31274359444_305108,243561460_52556724722,Test,5,0,0.0
10506,1830716,426009485_11913917982_759882,872967398_82238707588,Control,4,1,25.0
10507,1830719,373127602_90610678406_191728,591983681_75935169370,Control,5,0,0.0
10508,1830990,61976522_62234792786_530824,117615100_55744332243,Control,5,0,0.0
10509,1831070,202588303_50596633911_678854,260675420_71306846212,Test,5,0,0.0
10510,1831180,499664778_8382719065_157413,555045749_53386827287,Control,2,0,0.0
10511,1831358,947332254_82361555783_925512,101587534_71728571611,Test,6,0,0.0
10512,1831514,615242213_87362463585_323193,476339570_47884912508,Test,2,0,0.0
10513,1831514,740287426_39302972210_441443,476339570_47884912508,Test,9,1,11.11111111111111
10514,1831519,836309572_18659810787_758566,971354847_58763632011,Test,3,1,33.33333333333333
10515,1831854,978724983_94218752471_962526,798003733_95533703045,Control,5,0,0.0
10516,1832189,416540608_53804265314_594837,572929453_98877387691,Test,2,0,0.0
10517,1832318,491120992_12023163954_430020,371729423_66182386726,Control,8,1,12.5
10518,1832356,997382871_20546633573_295643,31604453_84126783254,Control,4,0,0.0
10519,1832539,337242312_53922307846_559006,618003741_79031609159,Test,2,0,0.0
10520,1832920,884065256_39239751339_936540,116896963_91071349446,Control,2,0,0.0
10521,1832948,896170113_45295669155_433715,167202890_92812609615,Test,2,0,0.0
10522,1833184,149612856_52739552164_221002,469339148_16864622520,Control,5,1,20.0
10523,1833518,323405923_42309494123_781837,876294854_78780249288,Test,8,2,25.0
10524,1833518,446777415_22571698711_959405,774430135_8768664823,Test,9,4,44.44444444444444
10525,1833626,64669319_35730875332_666808,448839586_9877590817,Test,2,0,0.0
10526,1833898,531380929_74855966583_187720,7299677_24071936827,Test,8,1,12.5
10527,1834200,589279055_39180062763_129851,746740006_64243297814,Control,6,0,0.0
10528,1834244,368522441_2921688186_936890,666935102_53171738409,Test,5,0,0.0
10529,1834267,933330941_85446402364_724678,542671964_63744149045,Control,5,0,0.0
10530,1834481,121808130_19019562657_886547,117930727_19103490944,Test,9,1,11.11111111111111
10531,1834585,332451848_44186581856_665324,802503379_617138778,Control,5,0,0.0
10532,1834595,623955153_35032871095_491043,115905825_92409815163,Test,7,1,14.285714285714285
10533,1834695,754427508_25779433073_88702,613752728_9044188872,Test,3,1,33.33333333333333
10534,1834695,770273104_34357452075_352574,613752728_9044188872,Test,9,2,22.22222222222222
10535,1834743,449911178_71767732151_717031,434445114_40899771944,Control,2,0,0.0
10536,1835129,311375972_38117007530_603526,543205526_76740515069,Control,5,0,0.0
10537,1835426,296606093_85286357578_926580,32571516_18687162361,Test,5,1,20.0
10538,1835426,665460497_37912826159_607601,32571516_18687162361,Test,5,0,0.0
10539,1835674,388595522_55783528372_750459,619526041_80899786290,Test,2,0,0.0
10540,1835674,54678417_99706794408_472254,207341830_46944321799,Test,5,0,0.0
10541,1835943,877116721_98233423889_195201,920145256_67592458462,Test,2,0,0.0
10542,1836247,696421748_41808787468_987529,12136171_58371126481,Test,9,1,11.11111111111111
10543,1836254,732963981_82486964543_896312,531197903_14212453958,Test,9,0,0.0
10544,1836285,745460830_10138784418_718518,4636485_61966009619,Test,2,0,0.0
10545,1836362,978689367_70997178469_353858,674212272_5181398072,Test,4,0,0.0
10546,1836459,651396883_36952591153_788267,469699775_23223983105,Test,6,0,0.0
10547,1837031,423670160_98637100631_243636,351746625_29813828761,Control,6,0,0.0
10548,1837101,484860256_99632548346_71642,665324621_1740356903,Test,4,0,0.0
10549,1837300,602651925_55740974033_787376,956782196_79999161398,Test,11,2,18.181818181818183
10550,1837851,90778928_65229249632_432412,543599791_41742980867,Control,9,3,33.33333333333333
10551,1837864,319465185_411078563_567468,28625756_94239938643,Control,5,0,0.0
10552,1838227,975988273_15693869804_303841,125249697_1426097618,Control,5,0,0.0
10553,1838909,47700859_38470519300_866527,933716126_25116129136,Control,8,1,12.5
10554,1839130,39712243_7882931327_355019,719605445_99228805525,Test,2,0,0.0
10555,1839130,802398496_69727004089_732467,719605445_99228805525,Test,6,0,0.0
10556,1839238,519481480_68478418278_487840,259982882_18978755861,Control,5,0,0.0
10557,1839238,828769867_13841660967_684260,259982882_18978755861,Control,2,0,0.0
10558,1839485,357218526_54313305017_158394,351823122_24754722858,Control,5,1,20.0
10559,1839525,750115326_46656108319_833037,574001624_76621176892,Test,5,1,20.0
10560,1839549,149677082_48844378731_723380,442759267_86018719678,Test,2,0,0.0
10561,1839549,302341803_71622829290_385406,113393289_80614852935,Test,3,0,0.0
10562,1839549,905528189_65402389092_883264,113393289_80614852935,Test,5,0,0.0
10563,1839924,337804699_94409508279_220476,922322783_33756981490,Control,6,0,0.0
10564,1840316,201119678_85622695116_211572,307736238_88387126009,Control,8,1,12.5
10565,1840368,192521306_10505165994_99912,171995119_3093130470,Test,5,0,0.0
10566,1840384,900333449_22800215630_774357,855770897_74336720757,Test,6,2,33.33333333333333
10567,1840578,14111412_55195654487_586590,851772507_66463158610,Test,5,0,0.0
10568,1840596,580932073_86535253389_978435,633981496_64098345603,Test,6,0,0.0
10569,1840596,656296582_87163377386_614176,802030957_44340634738,Test,2,0,0.0
10570,1840837,981996628_18709548002_768707,184814579_63667035758,Test,7,1,14.285714285714285
10571,1841425,876032525_9020660254_518885,114593715_20320724294,Control,9,2,22.22222222222222
10572,1841525,14456750_65982757165_435767,409293145_95076476446,Control,5,0,0.0
10573,1841525,316599239_99404525155_546156,143356869_1428029956,Control,2,0,0.0
10574,1842336,695675368_71645583552_87778,431038017_85591561033,Control,5,0,0.0
10575,1842343,370053785_92963166473_325475,514607005_3732719981,Control,8,3,37.5
10576,1842343,56607258_6019381077_836656,514607005_3732719981,Control,2,0,0.0
10577,1842343,619514559_30115275630_671745,514607005_3732719981,Control,3,1,33.33333333333333
10578,1842343,709192364_35278144896_409218,514607005_3732719981,Control,2,0,0.0
10579,1842343,825830569_42872437493_478557,514607005_3732719981,Control,4,0,0.0
10580,1842343,855116128_57205225172_874489,514607005_3732719981,Control,6,1,16.666666666666664
10581,1842548,676239292_82032821961_399330,975928683_44399918094,Control,9,3,33.33333333333333
10582,1842611,569983804_28557161711_965419,216289482_49141436316,Test,4,0,0.0
10583,1842789,574274951_44940476400_511069,223109582_57752712692,Test,2,0,0.0
10584,1842789,983666426_73703325599_174931,831100333_10153208993,Test,11,1,9.090909090909092
10585,1843762,752212247_32665424889_354189,662275277_57287982731,Test,2,0,0.0
10586,1843762,822012025_61261633546_462824,662275277_57287982731,Test,5,1,20.0
10587,1843762,980204204_11014440515_536398,662275277_57287982731,Test,3,0,0.0
10588,1844002,293701854_65680133873_247849,994852289_7757968022,Test,5,0,0.0
10589,1844630,614932766_95437730243_513690,509495367_21918650797,Control,5,0,0.0
10590,1844638,434672534_49774546316_561159,701396403_7810788474,Test,5,0,0.0
10591,1844638,491273397_67835822513_898418,701396403_7810788474,Test,4,0,0.0
10592,1844826,967312222_81239992961_646076,880670218_51942673750,Control,7,0,0.0
10593,1845333,728097468_33168409814_791818,385125196_34718710970,Control,5,0,0.0
10594,1845380,330604112_49342579454_722396,251420664_34614331696,Control,6,0,0.0
10595,1845905,859607670_68873728744_308606,522003249_1335929007,Control,4,0,0.0
10596,1846219,879028774_93915781583_920276,689787586_81041163729,Test,5,0,0.0
10597,1846569,651736890_32237751349_574863,421467726_49746513090,Test,3,0,0.0
10598,1846630,140782718_82162136503_630956,22476441_99653133912,Control,3,0,0.0
10599,1846630,231838248_98351342911_608871,22476441_99653133912,Control,2,0,0.0
